,spy,iwm,dia,qqq,ordnum
2016-01-11,192.11,103.4,163.83,104.33,3998
2016-01-12,193.6608,103.71,164.95,105.54,3999
2016-01-13,188.83,100.38,161.35,101.9,4000
2016-01-14,191.93,101.77,163.59,104.07,4001
2016-01-15,187.81,100.12,159.68,100.84,4002
2016-01-19,188.06,98.77,160.02,101.06,4003
2016-01-20,185.65,99.18,157.61,100.75,4004
2016-01-21,186.69,98.95,158.6,100.85,4005
2016-01-22,190.52,101.37,160.79,103.77,4006
2016-01-25,187.64,99.115,158.7,102.23,4007
2016-01-26,190.2,101.1,161.54,103.15,4008
2016-01-27,188.13,99.71,159.3,100.58,4009
2016-01-28,189.11,99.69,160.51,102.0,4010
2016-01-29,193.7208,102.96,164.37,104.13,4011
2016-02-01,193.65,102.49,164.34,104.41,4012
2016-02-02,190.16,100.28,161.41,102.15,4013
2016-02-03,191.3,100.41,163.2,101.66,4014
2016-02-04,191.6,100.8,164.14,101.65,4015
2016-02-05,187.95,98.04,161.94,98.12,4016
2016-02-08,185.42,96.43,160.35,96.62,4017
2016-02-09,185.43,95.78,160.24,96.32,4018
2016-02-10,185.27,95.83,159.39,96.69,4019
2016-02-11,182.86,94.7892,156.8,96.55,4020
2016-02-12,186.63,96.59,159.98,98.02,4021
2016-02-16,189.78,98.88,162.2,100.23,4022
2016-02-17,192.88,100.43,164.93,102.5,4023
2016-02-18,192.09,99.95,164.52,101.33,4024
2016-02-19,192.0,100.45,163.7,101.63,4025
2016-02-22,194.78,101.57,165.94,103.28,4026
2016-02-23,192.32,100.64,164.15,101.58,4027
2016-02-24,193.2,101.61,164.67,102.55,4028
2016-02-25,195.54,102.54,166.84,103.56,4029
2016-02-26,195.0892,103.19,166.28,103.43,4030
2016-02-29,193.56,102.73,164.96,102.5,4031
2016-03-01,198.11,104.94,168.52,105.79,4032
2016-03-02,199.0,106.0208,168.89,105.83,4033
2016-03-03,199.775,107.13,169.35,105.63,4034
2016-03-04,200.43,107.72,170.02,105.67,4035
2016-03-07,200.59,108.8892,170.62,105.02,4036
2016-03-08,198.4,106.26,169.62,104.15,4037
2016-03-09,199.38,106.8,170.02,104.82,4038
2016-03-10,199.54,105.93,170.06,104.66,4039
2016-03-11,202.76,108.2008,172.23,106.49,4040
2016-03-14,202.5,107.92,172.41,106.67,4041
2016-03-15,202.17,106.24,172.64,106.63,4042
2016-03-16,203.34,106.99,173.47,107.58,4043
2016-03-17,204.63,108.63,174.94,107.52,4044
2016-03-18,204.38,109.61,175.69,107.37,4045
2016-03-21,204.67,109.35,176.01,107.79,4046
2016-03-22,204.56,109.22,175.7,108.12,4047
2016-03-23,203.2092,106.88,174.81,107.23,4048
2016-03-24,203.12,107.2,174.94,107.26,4049
2016-03-28,203.24,107.33,175.12,107.11,4050
2016-03-29,205.1208,110.31,176.07,108.83,4051
2016-03-30,206.02,110.32,176.89,109.36,4052
2016-03-31,205.52,110.63,176.64,109.2,4053
2016-04-01,206.92,111.12,177.72,110.36,4054
2016-04-04,206.25,110.19,177.12,109.94,4055
2016-04-05,204.1892,108.94,175.82,108.88,4056
2016-04-06,206.42,110.17,177.04,110.67,4057
2016-04-07,203.95,108.68,175.29,109.08,4058
2016-04-08,204.4992,109.11,175.66,109.0,4059
2016-04-11,204.0201,108.77,175.44,108.6,4060
2016-04-12,205.92,109.94,177.09,109.51,4061
2016-04-13,208.0008,112.31,178.92,110.91,4062
2016-04-14,208.01,112.17,179.11,110.92,4063
2016-04-15,207.78,112.45,178.68,110.64,4064
2016-04-18,209.2392,113.3,179.78,111.23,4065
2016-04-19,209.9,113.39,180.32,110.55,4066
2016-04-20,210.1,113.56,180.75,110.64,4067
2016-04-21,208.97,112.99,179.7,110.65,4068
2016-04-22,208.97,114.11,179.9,108.98,4069
2016-04-25,208.61,113.3,179.54,108.98,4070
2016-04-26,208.9192,114.41,179.64,108.45,4071
2016-04-27,209.35,114.81,180.25,107.58,4072
2016-04-28,207.4475,113.5,178.2,106.28,4073
2016-04-29,206.3308,112.48,177.59,105.72,4074
2016-05-02,207.97,113.48,178.7,106.72,4075
2016-05-03,206.1592,111.62,177.3,105.73,4076
2016-05-04,205.01,110.7,176.32,105.05,4077
2016-05-05,204.97,110.26,176.44,105.02,4078
2016-05-06,205.72,110.91,177.34,105.58,4079
2016-05-09,205.8892,111.23,176.98,105.88,4080
2016-05-10,208.45,112.35,179.2,107.33,4081
2016-05-11,206.5,110.96,177.3,106.36,4082
2016-05-12,206.56,110.3708,177.42,105.89,4083
2016-05-13,204.76,109.64,175.48,105.5,4084
2016-05-16,206.78,111.03,177.26,106.82,4085
2016-05-17,204.8508,109.27,175.56,105.48,4086
2016-05-18,204.91,109.84,175.63,105.86,4087
2016-05-19,204.2,108.955,174.68,105.31,4088
2016-05-20,205.49,110.79,174.76,106.47,4089
2016-05-23,205.21,110.66,174.78,106.33,4090
2016-05-24,207.87,112.94,176.86,108.46,4091
2016-05-25,209.28,113.6,178.28,109.24,4092
2016-05-26,209.34,113.47,178.08,109.56,4093
2016-05-27,210.24,114.6,178.5,110.13,4094
2016-05-31,209.84,115.0,177.65,110.34,4095
2016-06-01,210.27,115.78,177.73,110.35,4096
2016-06-02,210.91,116.67,178.28,110.58,4097
2016-06-03,210.28,115.97,178.06,110.06,4098
2016-06-06,211.35,117.22,179.18,110.46,4099
2016-06-07,211.68,117.56,179.38,110.18,4100
2016-06-08,212.37,118.43,180.06,110.37,4101
2016-06-09,212.08,117.67,179.88,110.19,4102
2016-06-10,210.07,116.07,178.71,108.94,4103
2016-06-13,208.4492,114.81,177.36,108.03,4104
2016-06-14,208.04,114.48,176.81,108.03,4105
2016-06-15,207.75,114.56,176.57,107.72,4106
2016-06-16,208.37,114.55,177.46,108.04,4107
2016-06-17,206.52,114.06,176.52,106.49,4108
2016-06-20,207.85,115.3,177.8,107.16,4109
2016-06-21,208.44,115.08,178.06,107.5,4110
2016-06-22,208.1,114.63,177.57,107.24,4111
2016-06-23,210.81,116.82,179.81,108.77,4112
2016-06-24,203.13,112.55,173.62,104.29,4113
2016-06-27,199.6,108.69,171.2,102.22,4114
2016-06-28,203.1997,110.37,173.82,104.46,4115
2016-06-29,206.66,112.88,176.64,106.31,4116
2016-06-30,209.475,114.98,179.0,107.54,4117
2016-07-01,209.9208,115.39,179.31,108.08,4118
2016-07-05,208.41,113.69,178.21,107.42,4119
2016-07-06,209.66,113.89,178.98,108.3,4120
2016-07-07,209.526,114.13,178.79,108.62,4121
2016-07-08,212.65,116.79,181.3,110.3,4122
2016-07-11,213.4,118.14,182.12,110.93,4123
2016-07-12,214.95,119.72,183.39,111.49,4124
2016-07-13,214.92,119.25,183.6,111.22,4125
2016-07-14,216.12,119.37,184.96,111.98,4126
2016-07-15,215.83,119.7,184.88,111.8,4127
2016-07-18,216.4092,119.9,185.08,112.54,4128
2016-07-19,216.19,119.3,185.42,112.13,4129
2016-07-20,217.085,120.08,185.78,113.44,4130
2016-07-21,216.265,119.51,184.98,113.18,4131
2016-07-22,217.24,120.4,185.51,113.65,4132
2016-07-25,216.65,120.22,184.81,113.66,4133
2016-07-26,216.75,120.8,184.6,113.79,4134
2016-07-27,216.52,121.14,184.58,114.58,4135
2016-07-28,216.77,120.83,184.38,114.98,4136
2016-07-29,217.12,121.07,184.13,115.23,4137
2016-08-01,216.94,121.17,183.87,115.84,4138
2016-08-02,215.5492,119.48,182.97,114.96,4139
2016-08-03,216.18,120.45,183.36,115.34,4140
2016-08-04,216.4097,120.56,183.45,115.67,4141
2016-08-05,218.18,122.3,185.26,116.78,4142
2016-08-08,218.05,122.24,185.28,116.65,4143
2016-08-09,218.18,122.37,185.35,116.92,4144
2016-08-10,217.64,121.4892,185.12,116.62,4145
2016-08-11,218.65,122.07,186.3,117.12,4146
2016-08-12,218.46,122.19,185.9,117.2,4147
2016-08-15,219.09,123.4,186.52,117.7,4148
2016-08-16,217.96,122.4,185.76,117.05,4149
2016-08-17,218.37,122.04,186.1,117.26,4150
2016-08-18,218.86,122.94,186.34,117.29,4151
2016-08-19,218.54,122.94,185.32,117.26,4152
2016-08-22,218.53,123.22,185.12,117.35,4153
2016-08-23,218.97,124.08,185.3,117.56,4154
2016-08-24,217.85,123.07,184.66,116.8,4155
2016-08-25,217.7,123.31,184.37,116.61,4156
2016-08-26,217.29,123.06,183.82,116.78,4157
2016-08-29,218.3608,123.7,184.83,116.94,4158
2016-08-30,218.0,123.93,184.51,116.56,4159
2016-08-31,217.38,123.23,183.94,116.44,4160
2016-09-01,217.39,123.32,184.1,116.74,4161
2016-09-02,218.37,124.51,184.86,117.12,4162
2016-09-06,219.0308,124.6292,185.32,117.85,4163
2016-09-07,219.01,125.41,185.32,117.92,4164
2016-09-08,218.51,125.16,184.82,117.23,4165
2016-09-09,213.28,121.25,180.91,114.28,4166
2016-09-12,216.34,122.94,183.3,116.33,4167
2016-09-13,213.23,120.58,180.8,115.29,4168
2016-09-14,213.15,120.6,180.43,115.84,4169
2016-09-15,215.28,122.04,182.26,117.64,4170
2016-09-16,213.37,121.86,180.97,117.29,4171
2016-09-19,213.41,122.67,180.98,116.78,4172
2016-09-20,213.42,122.15,181.05,117.0,4173
2016-09-21,215.82,123.92,182.66,118.15,4174
2016-09-22,217.18,125.7,183.66,119.09,4175
2016-09-23,215.99,124.81,182.42,118.33,4176
2016-09-26,214.24,123.23,180.75,117.34,4177
2016-09-27,215.57,123.73,182.0,118.5,4178
2016-09-28,216.64,124.68,183.1,118.7,4179
2016-09-29,214.68,122.86,181.22,117.84,4180
2016-09-30,216.3,124.21,182.78,118.72,4181
2016-10-03,215.78,123.82,182.32,118.55,4182
2016-10-04,214.68,123.21,181.48,118.37,4183
2016-10-05,215.63,123.95,182.66,118.79,4184
2016-10-06,215.78,123.82,182.52,118.73,4185
2016-10-07,215.04,122.83,182.22,118.47,4186
2016-10-10,216.16,124.3,183.12,119.22,4187
2016-10-11,213.43,122.03,181.2,117.52,4188
2016-10-12,213.71,121.93,181.37,117.42,4189
2016-10-13,213.01,120.92,180.84,117.0,4190
2016-10-14,213.12,120.43,181.29,117.14,4191
2016-10-17,212.38,120.29,180.72,116.82,4192
2016-10-18,213.71,120.98,181.37,117.86,4193
2016-10-19,214.28,121.49,182.0,117.85,4194
2016-10-20,213.88,121.13,181.54,117.71,4195
2016-10-21,213.98,121.07,181.22,118.15,4196
2016-10-24,214.89,121.84,181.96,119.57,4197
2016-10-25,214.17,120.93,181.48,119.19,4198
2016-10-26,213.74,119.73,181.77,118.38,4199
2016-10-27,213.17,118.36,181.53,117.84,4200
2016-10-28,212.54,118.03,181.36,117.1,4201
2016-10-31,212.55,118.5,181.17,116.99,4202
2016-11-01,211.01,117.05,180.12,116.11,4203
2016-11-02,209.74,115.56,179.35,115.18,4204
2016-11-03,208.78,115.0,179.11,114.05,4205
2016-11-04,208.55,115.74,178.71,113.65,4206
2016-11-07,213.15,118.57,182.36,116.35,4207
2016-11-08,214.11,118.88,183.38,117.11,4208
2016-11-09,216.3792,122.54,185.96,117.65,4209
2016-11-10,216.92,124.5,188.13,115.75,4210
2016-11-11,216.42,127.36,188.47,115.8,4211
2016-11-14,216.59,129.15,188.77,114.63,4212
2016-11-15,218.28,129.55,189.34,116.22,4213
2016-11-16,217.87,129.54,188.98,116.91,4214
2016-11-17,218.99,130.3,189.3,117.76,4215
2016-11-18,218.5,130.99,188.46,117.32,4216
2016-11-21,220.15,131.6,189.34,118.54,4217
2016-11-22,220.58,132.8,190.02,118.9,4218
2016-11-23,220.7,133.63,190.59,118.42,4219
2016-11-25,221.52,134.07,191.3,118.8,4220
2016-11-28,220.48,132.33,190.78,118.53,4221
2016-11-29,220.91,132.26,191.19,118.94,4222
2016-11-30,220.38,131.61,191.4,117.5,4223
2016-12-01,219.57,130.97,191.9,115.47,4224
2016-12-02,219.68,130.9,191.74,115.7,4225
2016-12-05,221.0,133.15,192.22,116.6,4226
2016-12-06,221.7,134.59,192.49,116.88,4227
2016-12-07,224.6,135.9,195.48,118.36,4228
2016-12-08,225.15,138.04,196.28,118.57,4229
2016-12-09,226.51,138.31,197.69,119.5,4230
2016-12-12,226.25,136.85,198.08,118.96,4231
2016-12-13,227.76,136.86,199.23,120.46,4232
2016-12-14,225.88,135.15,198.14,120.21,4233
2016-12-15,226.81,136.16,198.66,120.4,4234
2016-12-16,225.04,135.91,198.19,119.6,4235
2016-12-19,225.53,136.8,198.6,120.09,4236
2016-12-20,226.4,137.96,199.42,120.55,4237
2016-12-21,225.77,137.06,199.16,120.46,4238
2016-12-22,225.38,135.32,198.97,120.12,4239
2016-12-23,225.71,136.04,199.05,120.2,4240
2016-12-27,226.27,136.65,199.21,120.82,4241
2016-12-28,224.4,135.25,198.08,119.88,4242
2016-12-29,224.35,135.37,197.99,119.71,4243
2016-12-30,223.53,134.85,197.51,118.48,4244
2017-01-03,225.24,135.52,198.42,119.54,4245
2017-01-04,226.58,137.78,199.15,120.19,4246
2017-01-05,226.4,136.19,198.75,120.87,4247
2017-01-06,227.21,135.69,199.51,121.93,4248
2017-01-09,226.46,134.8,198.76,122.33,4249
2017-01-10,226.46,136.09,198.4,122.6,4250
2017-01-11,227.1,136.33,199.33,122.93,4251
2017-01-12,226.53,135.28,198.75,122.74,4252
2017-01-13,227.05,136.26,198.7,123.16,4253
2017-01-17,226.25,134.41,198.09,122.79,4254
2017-01-18,226.75,134.85,197.95,123.04,4255
2017-01-19,225.91,133.75,197.28,122.98,4256
2017-01-20,226.74,134.44,197.96,123.25,4257
2017-01-23,226.15,133.88,197.78,123.35,4258
2017-01-24,227.6,135.93,198.84,124.18,4259
2017-01-25,229.57,137.21,200.42,125.43,4260
2017-01-26,229.33,136.66,200.72,125.56,4261
2017-01-27,228.97,136.19,200.63,125.8,4262
2017-01-30,227.55,134.29,199.38,124.82,4263
2017-01-31,227.53,135.23,198.36,124.57,4264
2017-02-01,227.62,135.15,198.63,125.43,4265
2017-02-02,227.77,134.81,198.61,125.32,4266
2017-02-03,229.34,136.87,200.38,125.68,4267
2017-02-06,228.93,135.84,200.28,125.83,4268
2017-02-07,228.94,135.24,200.58,126.29,4269
2017-02-08,229.24,135.0,200.51,126.5,4270
2017-02-09,230.6,136.9,201.72,126.96,4271
2017-02-10,231.51,137.94,202.74,127.38,4272
2017-02-13,232.77,138.3,204.2,128.1,4273
2017-02-14,233.7,138.76,205.17,128.53,4274
2017-02-15,234.92,139.59,206.38,129.29,4275
2017-02-16,234.72,139.2,206.48,129.25,4276
2017-02-17,235.09,139.11,205.88,129.81,4277
2017-02-21,236.49,140.2,207.07,130.45,4278
2017-02-22,236.28,139.58,207.45,130.5,4279
2017-02-23,236.44,138.75,207.82,130.01,4280
2017-02-24,236.74,138.65,207.93,130.26,4281
2017-02-27,237.11,140.0,208.29,130.42,4282
2017-02-28,236.47,137.84,207.98,130.02,4283
2017-03-01,239.78,140.36,211.02,131.44,4284
2017-03-02,238.27,138.75,209.89,130.78,4285
2017-03-03,238.42,138.65,209.91,131.02,4286
2017-03-06,237.71,137.7,209.48,130.73,4287
2017-03-07,237.0,136.8,209.17,130.51,4288
2017-03-08,236.56,135.9,208.61,130.74,4289
2017-03-09,236.86,135.36,208.67,130.84,4290
2017-03-10,237.69,135.96,209.15,131.39,4291
2017-03-13,237.81,136.28,208.94,131.61,4292
2017-03-14,236.9,135.63,208.54,131.29,4293
2017-03-15,238.95,137.73,209.58,132.1,4294
2017-03-16,238.48,137.91,209.44,132.01,4295
2017-03-17,237.03,138.46,208.86,131.69,4296
2017-03-20,236.77,137.7512,208.81,131.81,4297
2017-03-21,233.73,133.97,206.35,129.81,4298
2017-03-22,234.28,134.0,206.41,130.69,4299
2017-03-23,234.03,134.78,206.31,130.36,4300
2017-03-24,233.86,134.49,205.75,130.63,4301
2017-03-27,233.62,134.74,205.23,130.84,4302
2017-03-28,235.32,135.79,206.75,131.64,4303
2017-03-29,235.54,136.23,206.31,132.25,4304
2017-03-30,236.29,137.26,206.96,132.47,4305
2017-03-31,235.74,137.48,206.34,132.38,4306
2017-04-03,235.33,136.03,206.25,132.3,4307
2017-04-04,235.48,135.87,206.65,132.51,4308
2017-04-05,234.78,134.33,206.26,131.97,4309
2017-04-06,235.44,135.58,206.45,132.04,4310
2017-04-07,235.2,135.52,206.38,131.97,4311
2017-04-10,235.34,135.82,206.39,132.02,4312
2017-04-11,235.06,136.9,206.33,131.45,4313
2017-04-12,234.03,135.04,205.67,130.92,4314
2017-04-13,232.51,133.72,204.37,130.4,4315
2017-04-17,234.57,135.29,206.17,131.48,4316
2017-04-18,233.87,135.32,205.08,131.28,4317
2017-04-19,233.44,135.79,203.85,131.49,4318
2017-04-20,235.34,137.52,205.7,132.59,4319
2017-04-21,234.59,137.21,205.25,132.56,4320
2017-04-24,237.17,138.92,207.38,134.16,4321
2017-04-25,238.55,140.27,209.68,135.13,4322
2017-04-26,238.4,140.99,209.47,134.94,4323
2017-04-27,238.6,140.95,209.56,135.75,4324
2017-04-28,238.08,139.06,209.08,135.99,4325
2017-05-01,238.68,139.86,208.92,137.2,4326
2017-05-02,238.77,139.15,209.13,137.43,4327
2017-05-03,238.48,138.29,209.22,136.99,4328
2017-05-04,238.76,138.1,209.19,137.04,4329
2017-05-05,239.7,138.99,209.77,137.54,4330
2017-05-08,239.66,138.41,209.92,137.84,4331
2017-05-09,239.44,138.35,209.62,138.32,4332
2017-05-10,239.87,139.21,209.48,138.4,4333
2017-05-11,239.38,138.24,209.28,138.29,4334
2017-05-12,238.98,137.51,209.01,138.6,4335
2017-05-15,240.3,138.58,209.93,139.04,4336
2017-05-16,240.08,138.63,209.95,139.62,4337
2017-05-17,235.82,134.89,206.47,136.07,4338
2017-05-18,236.77,135.38,206.96,137.26,4339
2017-05-19,238.31,136.03,207.77,137.84,4340
2017-05-22,239.52,136.95,208.65,139.0,4341
2017-05-23,240.05,137.4,209.12,139.14,4342
2017-05-24,240.61,137.49,209.82,139.78,4343
2017-05-25,241.76,137.58,210.58,140.97,4344
2017-05-26,241.71,137.54,210.54,141.22,4345
2017-05-30,241.5,136.46,210.21,141.34,4346
2017-05-31,241.44,136.32,210.0,141.29,4347
2017-06-01,243.36,138.95,211.4,141.84,4348
2017-06-02,244.17,139.85,211.91,143.46,4349
2017-06-05,243.99,138.98,211.86,143.43,4350
2017-06-06,243.21,138.85,211.37,142.86,4351
2017-06-07,243.66,138.98,211.72,143.42,4352
2017-06-08,243.78,140.88,211.86,143.57,4353
2017-06-09,243.41,141.61,212.67,139.98,4354
2017-06-12,243.36,141.38,212.4,139.23,4355
2017-06-13,244.55,142.1,213.37,140.36,4356
2017-06-14,244.24,141.26,213.84,139.75,4357
2017-06-15,243.77,140.54,213.69,139.13,4358
2017-06-16,242.64,140.19,213.56,138.15,4359
2017-06-19,244.66,141.23,214.92,140.46,4360
2017-06-20,243.01,139.8,214.4,139.36,4361
2017-06-21,242.95,139.45,213.89,140.74,4362
2017-06-22,242.84,139.98,213.73,140.7,4363
2017-06-23,243.13,140.91,213.74,141.24,4364
2017-06-26,243.29,141.08,213.87,140.58,4365
2017-06-27,241.33,139.84,212.93,138.03,4366
2017-06-28,243.49,141.98,214.24,140.02,4367
2017-06-29,241.35,141.14,212.61,137.59,4368
2017-06-30,241.8,140.92,213.24,137.64,4369
2017-07-03,242.21,142.1,214.49,136.19,4370
2017-07-05,242.77,141.59,214.58,137.53,4371
2017-07-06,240.55,139.14,213.14,136.29,4372
2017-07-07,242.11,140.49,214.05,137.76,4373
2017-07-10,242.37,139.88,213.99,138.66,4374
2017-07-11,242.19,140.29,213.98,139.05,4375
2017-07-12,244.01,141.37,215.23,140.7,4376
2017-07-13,244.42,141.49,215.46,141.01,4377
2017-07-14,245.56,141.73,216.26,142.12,4378
2017-07-17,245.53,142.06,216.22,142.19,4379
2017-07-18,245.66,141.69,215.7,143.14,4380
2017-07-19,246.99,143.1,216.32,143.98,4381
2017-07-20,247.1,143.2,216.19,144.17,4382
2017-07-21,246.88,142.55,215.53,144.11,4383
2017-07-24,246.82,142.75,215.09,144.77,4384
2017-07-25,247.42,144.05,215.86,144.4,4385
2017-07-26,247.43,143.25,216.81,144.87,4386
2017-07-27,247.2,142.34,217.72,143.96,4387
2017-07-28,246.91,141.96,218.02,143.84,4388
2017-07-31,246.77,141.51,218.7,143.23,4389
2017-08-01,247.32,141.78,219.37,143.56,4390
2017-08-02,247.44,140.23,219.89,143.95,4391
2017-08-03,246.96,139.53,220.06,143.39,4392
2017-08-04,247.41,140.21,220.57,143.65,4393
2017-08-07,247.87,140.44,220.85,144.56,4394
2017-08-08,247.26,140.0,220.69,144.31,4395
2017-08-09,247.25,138.79,220.5,144.12,4396
2017-08-10,243.76,136.27,218.6,141.03,4397
2017-08-11,244.12,136.47,218.7,142.1,4398
2017-08-14,246.54,138.54,219.97,143.93,4399
2017-08-15,246.51,137.4,220.16,144.03,4400
2017-08-16,246.94,137.44,220.47,144.28,4401
2017-08-17,243.09,134.93,217.81,141.33,4402
2017-08-18,242.71,134.92,216.53,141.23,4403
2017-08-21,242.9,134.83,216.74,141.05,4404
2017-08-22,245.44,136.29,218.69,143.2,4405
2017-08-23,244.56,136.07,217.92,142.69,4406
2017-08-24,243.99,136.49,217.66,142.27,4407
2017-08-25,244.56,136.88,218.04,141.97,4408
2017-08-28,244.57,137.46,217.94,142.41,4409
2017-08-29,244.85,137.49,218.59,142.97,4410
2017-08-30,246.01,138.37,218.93,144.65,4411
2017-08-31,247.49,139.73,219.52,146.2,4412
2017-09-01,247.84,140.52,219.92,146.0,4413
2017-09-05,246.06,139.17,217.67,144.69,4414
2017-09-06,246.9,139.46,218.25,145.13,4415
2017-09-07,246.87,139.11,218.11,145.47,4416
2017-09-08,246.58,139.22,218.24,144.21,4417
2017-09-11,249.21,140.68,220.76,145.87,4418
2017-09-12,250.05,141.54,221.42,146.22,4419
2017-09-13,250.17,141.96,221.76,146.42,4420
2017-09-14,250.09,141.83,222.32,145.56,4421
2017-09-15,249.19,142.41,222.45,146.06,4422
2017-09-18,249.72,143.38,223.16,145.55,4423
2017-09-19,249.97,143.38,223.58,145.8,4424
2017-09-20,250.06,143.84,223.9,145.35,4425
2017-09-21,249.39,143.69,223.47,144.46,4426
2017-09-22,249.44,144.3,223.2,144.32,4427
2017-09-25,248.93,144.5,222.82,142.8,4428
2017-09-26,249.08,144.61,222.69,143.17,4429
2017-09-27,250.05,147.44,223.12,144.46,4430
2017-09-28,250.35,147.83,223.6,144.41,4431
2017-09-29,251.23,148.18,223.82,145.45,4432
2017-10-02,252.32,150.0,225.24,145.58,4433
2017-10-03,252.86,150.33,226.24,145.89,4434
2017-10-04,253.16,149.85,226.41,146.03,4435
2017-10-05,254.66,150.26,227.64,147.46,4436
2017-10-06,254.37,150.05,227.55,147.66,4437
2017-10-09,253.95,149.43,227.53,147.49,4438
2017-10-10,254.62,149.86,228.26,147.6,4439
2017-10-11,255.02,149.75,228.61,148.04,4440
2017-10-12,254.64,149.64,228.33,147.77,4441
2017-10-13,254.95,149.37,228.73,148.34,4442
2017-10-16,255.29,149.24,229.45,148.85,4443
2017-10-17,255.47,148.81,229.85,149.04,4444
2017-10-18,255.72,149.52,231.46,148.86,4445
2017-10-19,255.79,149.29,231.65,148.31,4446
2017-10-20,257.11,149.98,233.13,148.71,4447
2017-10-23,256.11,148.86,232.65,147.74,4448
2017-10-24,256.56,149.17,234.29,147.99,4449
2017-10-25,255.29,148.45,233.16,147.43,4450
2017-10-26,255.62,148.76,233.85,146.96,4451
2017-10-27,257.71,149.79,234.17,151.24,4452
2017-10-30,256.75,148.21,233.33,151.58,4453
2017-10-31,257.15,149.26,233.63,152.15,4454
2017-11-01,257.49,148.27,234.19,152.1,4455
2017-11-02,257.59,148.71,234.96,151.81,4456
2017-11-03,258.45,148.61,235.18,153.27,4457
2017-11-06,258.85,148.78,235.41,153.79,4458
2017-11-07,258.67,147.0,235.42,153.88,4459
2017-11-08,259.11,147.2,235.46,154.5,4460
2017-11-09,258.17,146.68,234.72,153.69,4461
2017-11-10,258.09,146.57,234.43,153.68,4462
2017-11-13,258.33,146.61,234.66,153.87,4463
2017-11-14,257.73,146.21,234.28,153.31,4464
2017-11-15,256.44,145.63,232.96,152.59,4465
2017-11-16,258.62,147.77,234.91,154.54,4466
2017-11-17,257.86,148.45,233.39,153.95,4467
2017-11-20,258.3,149.53,234.15,153.83,4468
2017-11-21,259.99,151.09,235.73,155.5,4469
2017-11-22,259.76,150.89,235.17,155.69,4470
2017-11-24,260.36,150.95,235.47,156.26,4471
2017-11-27,260.23,150.49,235.73,156.19,4472
2017-11-28,262.87,152.86,238.34,156.59,4473
2017-11-29,262.71,153.37,239.42,153.86,4474
2017-11-30,265.01,153.65,242.84,155.15,4475
2017-12-01,264.46,153.02,242.45,154.49,4476
2017-12-04,264.14,152.45,243.11,152.71,4477
2017-12-05,263.19,150.93,242.01,152.81,4478
2017-12-06,263.24,150.22,241.62,153.5,4479
2017-12-07,264.07,151.27,242.36,154.02,4480
2017-12-08,265.51,151.41,243.62,154.7,4481
2017-12-11,266.31,151.35,244.17,155.9,4482
2017-12-12,266.78,150.88,245.44,155.69,4483
2017-12-13,266.75,151.78,246.3,155.99,4484
2017-12-14,265.66,150.1,245.57,155.88,4485
2017-12-15,266.51,152.24,246.25,157.65,4486
2017-12-18,268.2,154.3,247.79,158.64,4487
2017-12-19,267.17,153.08,247.4,157.7,4488
2017-12-20,267.03,153.38,247.07,157.53,4489
2017-12-21,267.58,153.47,247.66,157.55,4490
2017-12-22,267.51,153.19,247.4,157.37,4491
2017-12-26,267.19,153.28,247.25,156.52,4492
2017-12-27,267.32,153.13,247.48,156.54,4493
2017-12-28,267.87,153.73,248.13,156.73,4494
2017-12-29,266.86,152.46,247.38,155.76,4495
2018-01-02,268.77,153.9,248.02,158.49,4496
2018-01-03,270.47,154.06,248.95,160.03,4497
2018-01-04,271.61,154.47,250.6,160.31,4498
2018-01-05,273.42,154.79,252.72,161.92,4499
2018-01-08,273.92,155.03,252.59,162.55,4500
2018-01-09,274.54,154.82,253.82,162.56,4501
2018-01-10,274.12,154.84,253.62,162.18,4502
2018-01-11,276.12,157.5,255.61,163.29,4503
2018-01-12,277.92,158.16,257.91,164.49,4504
2018-01-16,276.97,156.14,257.81,164.02,4505
2018-01-17,279.61,157.62,261.08,165.79,4506
2018-01-18,279.14,156.54,260.16,165.82,4507
2018-01-19,280.41,158.6,260.54,166.34,4508
2018-01-22,282.69,159.45,261.98,168.12,4509
2018-01-23,283.29,159.96,261.87,169.51,4510
2018-01-24,283.18,158.97,262.57,168.41,4511
2018-01-25,283.3,159.03,263.75,168.35,4512
2018-01-26,286.58,159.6,265.91,170.93,4513
2018-01-29,284.68,158.7,264.16,170.1,4514
2018-01-30,281.76,157.18,260.62,168.7,4515
2018-01-31,281.9,156.36,261.44,169.4,4516
2018-02-01,281.58,156.85,261.62,167.96,4517
2018-02-02,275.45,153.83,254.93,164.61,4518
2018-02-05,263.93,147.92,243.27,158.12,4519
2018-02-06,269.13,149.69,248.96,162.31,4520
2018-02-07,267.67,149.84,248.76,160.21,4521
2018-02-08,257.63,145.44,238.67,153.45,4522
2018-02-09,261.5,146.77,242.03,156.1,4523
2018-02-12,265.34,148.16,246.17,158.87,4524
2018-02-13,266.0,148.48,246.57,159.69,4525
2018-02-14,269.59,151.15,249.3,162.68,4526
2018-02-15,273.03,152.8,252.5,165.7,4527
2018-02-16,273.11,153.34,251.96,164.96,4528
2018-02-20,271.4,152.08,249.35,165.29,4529
2018-02-21,270.05,152.24,247.72,164.82,4530
2018-02-22,270.4,152.0,249.49,164.8,4531
2018-02-23,274.71,153.98,252.91,168.17,4532
2018-02-26,277.9,154.99,256.92,170.4,4533
