,spy,iwm,dia,qqq,ordnum
2000-05-26,138.0,91.44,103.1,77.75,69
2000-05-30,142.5,94.81,105.4,85.56,70
2000-05-31,142.8125,95.75,105.1,83.5,71
2000-06-01,145.3125,97.31,106.5,87.38,72
2000-06-02,147.8437,102.4,107.5,93.63,73
2000-06-05,147.125,102.0,108.3,93.86,74
2000-06-06,146.4687,103.0,107.6,91.25,75
2000-06-07,147.4843,103.1,108.3,93.69,76
2000-06-08,146.9062,102.9,106.8,93.25,77
2000-06-09,146.5937,104.7,106.3,93.75,78
2000-06-12,144.875,101.6,105.7,90.75,79
2000-06-13,147.5937,102.9,106.5,94.25,80
2000-06-14,147.8437,102.4,107.3,92.13,81
2000-06-15,148.1562,102.5,106.8,93.75,82
2000-06-16,146.5937,101.9,104.5,94.25,83
2000-06-19,148.4687,104.5,105.6,98.0,84
2000-06-20,147.9375,105.2,104.8,97.63,85
2000-06-21,147.875,105.7,104.9,98.88,86
2000-06-22,145.625,102.5,104.0,95.25,87
2000-06-23,144.375,101.8,104.4,91.5,88
2000-06-26,146.2343,103.1,106.0,94.0,89
2000-06-27,145.1562,101.4,105.4,92.88,90
2000-06-28,145.5625,104.0,105.4,94.0,91
2000-06-29,144.1875,102.4,104.3,91.64,92
2000-06-30,145.2812,103.4,104.4,93.44,93
2000-07-03,147.2812,104.8,106.0,95.25,94
2000-07-05,144.625,103.6,105.0,91.56,95
2000-07-06,145.75,104.8,105.1,94.0,96
2000-07-07,148.0937,105.5,106.3,95.94,97
2000-07-10,147.8437,106.2,106.5,94.48,98
2000-07-11,148.1562,106.1,107.3,95.0,99
2000-07-12,149.125,108.2,107.8,97.25,100
2000-07-13,149.7812,108.5,108.0,98.5,101
2000-07-14,151.25,108.6,108.3,100.6,102
2000-07-17,151.0,109.0,108.0,101.8,103
2000-07-18,149.7656,107.1,107.6,99.5,104
2000-07-19,148.5625,105.3,107.2,97.25,105
2000-07-20,150.625,107.0,109.1,100.4,106
2000-07-21,147.6875,104.1,107.0,97.0,107
2000-07-24,146.8437,102.5,106.8,95.0,108
2000-07-25,147.3125,102.8,106.8,95.75,109
2000-07-26,145.875,102.6,105.5,95.63,110
2000-07-27,145.375,99.75,106.0,91.88,111
2000-07-28,142.0937,98.0,105.0,86.88,112
2000-07-31,143.0,100.5,105.0,89.44,113
2000-08-01,143.875,99.84,106.0,88.25,114
2000-08-02,144.5937,100.0,107.0,86.69,115
2000-08-03,145.5937,99.94,106.9,90.44,116
2000-08-04,146.375,100.4,107.5,90.13,117
2000-08-07,148.125,102.3,108.6,92.25,118
2000-08-08,148.6875,101.8,109.7,94.13,119
2000-08-09,147.4375,101.1,109.1,91.63,120
2000-08-10,146.7187,100.5,109.2,89.81,121
2000-08-11,147.4062,102.3,110.3,91.06,122
2000-08-14,149.2812,103.3,111.7,93.0,123
2000-08-15,149.1562,101.8,110.9,93.0,124
2000-08-16,148.625,102.4,110.5,93.94,125
2000-08-17,150.1875,103.3,110.8,95.75,126
2000-08-18,149.6875,103.1,110.4,95.25,127
2000-08-21,150.5,103.5,111.1,95.5,128
2000-08-22,150.25,103.3,111.5,95.5,129
2000-08-23,150.8437,103.2,111.5,97.06,130
2000-08-24,151.3125,104.7,112.0,98.56,131
2000-08-25,151.25,105.1,112.2,98.03,132
2000-08-28,151.7656,105.3,112.7,98.5,133
2000-08-29,151.7968,106.3,112.5,99.0,134
2000-08-30,150.3437,106.4,111.2,98.88,135
2000-08-31,152.3437,107.5,112.5,102.0,136
2000-09-01,152.5,108.4,112.5,102.6,137
2000-09-05,151.2812,107.6,112.9,99.5,138
2000-09-06,149.5625,107.2,113.2,96.0,139
2000-09-07,150.8437,108.8,112.8,98.13,140
2000-09-08,149.8125,106.9,112.1,95.13,141
2000-09-11,149.5937,107.0,112.1,92.81,142
2000-09-12,148.5,106.7,112.9,91.38,143
2000-09-13,148.8906,107.2,112.1,93.5,144
2000-09-14,149.6406,107.8,111.0,93.0,145
2000-09-15,146.0,105.8,109.0,91.25,146
2000-09-18,144.6562,103.3,108.3,89.88,147
2000-09-19,145.9687,105.0,108.0,93.19,148
2000-09-20,144.8906,103.8,106.9,94.63,149
2000-09-21,142.6875,101.9,106.3,87.75,150
2000-09-22,145.2812,103.2,108.8,92.94,151
2000-09-25,144.25,103.3,108.1,90.47,152
2000-09-26,142.4062,101.8,106.2,89.44,153
2000-09-27,143.1562,101.4,106.5,89.56,154
2000-09-28,145.0,104.1,108.3,91.56,155
2000-09-29,143.625,103.6,106.6,88.75,156
2000-10-02,143.8437,101.9,107.1,86.75,157
2000-10-03,142.5,100.5,107.0,84.0,158
2000-10-04,143.6875,101.2,107.9,85.63,159
2000-10-05,144.1875,100.1,107.5,85.88,160
2000-10-06,141.0625,97.69,106.2,83.0,161
2000-10-09,140.0,97.47,105.8,82.63,162
2000-10-10,137.6875,95.13,104.9,78.31,163
2000-10-11,136.5312,94.81,104.4,77.06,164
2000-10-12,133.125,91.94,100.4,75.13,165
2000-10-13,137.5625,95.5,101.9,81.25,166
2000-10-16,138.1875,96.25,102.7,82.0,167
2000-10-17,134.75,93.83,100.6,78.25,168
2000-10-18,134.25,93.06,99.78,78.0,169
2000-10-19,139.3125,95.94,101.8,85.06,170
2000-10-20,139.9062,97.16,102.4,86.31,171
2000-10-23,140.5312,98.13,103.1,86.19,172
2000-10-24,139.5937,96.69,103.4,82.5,173
2000-10-25,136.3125,94.53,102.9,77.88,174
2000-10-26,136.6875,96.0,103.7,79.88,175
2000-10-27,139.2812,96.06,106.2,79.72,176
2000-10-30,140.5312,96.5,108.2,76.77,177
2000-10-31,142.9531,99.0,109.4,81.7,178
2000-11-01,142.4687,99.06,109.2,81.0,179
2000-11-02,142.7031,101.4,108.6,82.0,180
2000-11-03,142.7812,101.3,108.2,83.06,181
2000-11-06,143.7812,100.5,110.0,82.44,182
2000-11-07,143.75,101.4,109.8,82.13,183
2000-11-08,140.5625,99.56,108.8,75.7,184
2000-11-09,140.0312,98.5,108.2,75.69,185
2000-11-10,136.625,96.0,106.1,71.75,186
2000-11-13,135.5625,95.03,105.4,71.86,187
2000-11-14,139.125,97.31,107.3,75.84,188
2000-11-15,139.5625,98.56,107.3,77.38,189
2000-11-16,137.375,95.7,106.6,72.88,190
2000-11-17,136.6406,96.31,106.2,72.83,191
2000-11-20,134.6875,93.81,104.7,69.86,192
2000-11-21,135.375,93.27,105.4,69.75,193
2000-11-22,132.1406,91.31,103.9,66.63,194
2000-11-24,134.8437,93.88,105.1,70.44,195
2000-11-27,136.0312,94.14,105.9,69.56,196
2000-11-28,133.6875,91.31,105.3,65.45,197
2000-11-29,133.4375,91.06,106.0,62.94,198
2000-11-30,132.2812,89.13,104.4,62.98,199
2000-12-01,132.2187,91.13,103.8,64.0,200
2000-12-04,133.3437,90.13,106.0,65.0,201
2000-12-05,137.7187,94.5,108.9,70.69,202
2000-12-06,135.5156,92.31,106.7,68.0,203
2000-12-07,133.6562,92.06,106.0,66.5,204
2000-12-08,133.9687,93.31,104.5,68.0,205
2000-12-11,138.625,97.56,107.6,74.38,206
2000-12-12,138.0312,95.44,108.1,71.66,207
2000-12-13,136.1406,93.23,108.1,68.73,208
2000-12-14,134.4062,91.75,106.7,65.38,209
2000-12-15,130.9687,91.25,103.8,63.88,210
2000-12-18,132.7187,92.63,106.6,64.0,211
2000-12-19,130.0156,91.0,105.6,59.13,212
2000-12-20,126.25,88.13,103.0,55.73,213
2000-12-21,127.125,88.81,104.9,56.06,214
2000-12-22,130.9375,92.5,107.0,60.5,215
2000-12-26,132.3437,93.03,107.5,60.88,216
2000-12-27,133.3125,95.5,108.4,61.56,217
2000-12-28,133.7187,98.56,108.8,61.44,218
2000-12-29,131.1875,95.75,106.8,58.38,219
2001-01-02,128.8,92.41,106.4,53.44,220
2001-01-03,135.0,96.23,109.5,62.44,221
2001-01-04,133.5,95.0,109.2,61.31,222
2001-01-05,129.2,92.06,106.3,56.63,223
2001-01-08,130.2,92.38,106.3,57.25,224
2001-01-09,129.8,92.23,105.4,57.25,225
2001-01-10,132.1,95.19,106.6,60.19,226
2001-01-11,132.3,96.48,105.9,61.94,227
2001-01-12,132.0,96.75,105.3,62.73,228
2001-01-16,132.8,98.69,106.4,61.98,229
2001-01-17,133.5,98.63,106.0,63.88,230
2001-01-18,134.8,99.0,106.7,66.56,231
2001-01-19,134.0156,97.25,105.6,66.31,232
2001-01-22,134.9,97.94,106.1,66.38,233
2001-01-23,136.0,100.4,106.5,67.77,234
2001-01-24,136.4,100.0,106.3,67.13,235
2001-01-25,136.0,99.63,107.3,64.5,236
2001-01-26,135.9,99.63,106.6,65.55,237
2001-01-29,136.6,101.7,107.1,67.0,238
2001-01-30,137.8,102.3,108.7,66.75,239
2001-01-31,137.0,100.9,108.7,64.3,240
2001-02-01,137.9,101.6,110.0,65.15,241
2001-02-02,134.8,99.37,108.6,61.55,242
2001-02-05,135.8,99.57,109.8,61.5,243
2001-02-06,135.4,101.2,109.6,61.6,244
2001-02-07,134.7,101.4,109.6,60.6,245
2001-02-08,133.1,99.88,108.7,58.79,246
2001-02-09,131.8,98.6,108.0,56.4,247
2001-02-12,133.4,100.8,109.6,57.08,248
2001-02-13,132.3,99.85,109.3,55.25,249
2001-02-14,132.1,100.9,108.3,57.45,250
2001-02-15,133.3,101.4,109.3,58.4,251
2001-02-16,130.4,99.21,108.2,55.13,252
2001-02-20,128.4,98.06,107.5,52.99,253
2001-02-21,125.6,96.35,105.3,51.5,254
2001-02-22,125.8,95.0,105.7,51.0,255
2001-02-23,125.0,95.2,104.6,51.18,256
2001-02-26,127.6,97.3,106.7,52.15,257
2001-02-27,126.4,95.55,106.6,49.0,258
2001-02-28,124.0,94.15,105.0,47.45,259
2001-03-01,124.6,94.8,104.7,48.8,260
2001-03-02,123.6,95.05,104.8,46.7,261
2001-03-05,124.7,94.7,105.6,47.55,262
2001-03-06,126.1,96.1,106.2,49.4,263
2001-03-07,127.0,96.6,107.5,49.42,264
2001-03-08,127.1,95.8,108.6,48.5,265
2001-03-09,123.4,93.91,106.2,45.1,266
2001-03-12,118.1,91.25,101.9,42.3,267
2001-03-13,120.0,92.2,102.9,44.45,268
2001-03-14,117.7,90.0,100.2,43.75,269
2001-03-15,117.7,89.65,100.4,42.15,270
2001-03-16,115.0,88.0,98.38,41.2,271
2001-03-19,117.4,90.3,99.75,43.26,272
2001-03-20,114.2,88.2,96.96,40.35,273
2001-03-21,112.3,86.85,94.8,40.35,274
2001-03-22,111.1,86.0,93.45,42.8,275
2001-03-23,114.5,88.25,95.3,42.8,276
2001-03-26,115.9,89.45,97.2,41.81,277
2001-03-27,118.3,90.17,99.19,43.25,278
2001-03-28,115.0,87.75,97.66,39.7,279
2001-03-29,115.5,87.9,98.14,38.95,280
2001-03-30,116.7,89.6,99.14,39.15,281
2001-04-02,114.2,87.5,97.39,37.4,282
2001-04-03,110.4,84.53,94.3,34.66,283
2001-04-04,110.9,84.8,95.31,34.05,284
2001-04-05,115.1,88.9,99.39,37.31,285
2001-04-06,113.3,86.4,98.2,36.3,286
2001-04-09,114.6,88.3,98.82,37.05,287
2001-04-10,116.7,90.4,101.0,39.8,288
2001-04-11,116.7,89.8,101.0,41.0,289
2001-04-12,118.9,90.9,101.7,42.8,290
2001-04-16,117.6,89.26,101.0,40.25,291
2001-04-17,119.3,90.7,102.3,41.25,292
2001-04-18,124.0,93.35,106.4,45.55,293
2001-04-19,125.7,94.39,107.2,48.3,294
2001-04-20,124.5,93.29,106.0,48.4,295
2001-04-23,122.2,91.6,105.2,45.15,296
2001-04-24,121.6,92.3,104.8,44.3,297
2001-04-25,123.2,94.3,106.5,45.1,298
2001-04-26,123.7,95.65,107.0,43.95,299
2001-04-27,125.8,96.9,108.2,45.15,300
2001-04-30,124.9,97.0,107.2,46.15,301
2001-05-01,127.1,98.2,109.0,48.05,302
2001-05-02,126.8,97.95,108.7,48.98,303
2001-05-03,125.2,96.74,108.1,46.8,304
2001-05-04,127.3,98.1,109.8,48.2,305
2001-05-07,126.2,97.5,109.2,47.2,306
2001-05-08,126.2,98.0,108.8,48.2,307
2001-05-09,125.7,97.4,108.6,46.55,308
2001-05-10,126.0,97.5,109.3,45.77,309
2001-05-11,125.2,96.92,108.5,45.55,310
2001-05-14,125.4,96.9,109.0,44.82,311
2001-05-15,126.0,97.85,109.2,45.15,312
2001-05-16,129.0,99.73,112.5,47.15,313
2001-05-17,129.2,100.8,112.9,47.9,314
2001-05-18,129.7,101.2,113.2,48.04,315
2001-05-21,131.7,102.9,113.3,51.05,316
2001-05-22,131.5,103.4,112.7,50.9,317
2001-05-23,129.3,101.0,111.1,48.65,318
2001-05-24,129.6,102.1,111.3,49.9,319
2001-05-25,128.1,101.3,110.2,48.99,320
2001-05-29,127.1,100.0,110.4,46.12,321
2001-05-30,125.3,98.7,109.0,44.43,322
2001-05-31,126.0,99.1,109.1,44.73,323
2001-06-01,126.7,100.3,110.5,46.05,324
2001-06-04,127.3,101.6,110.7,45.83,325
2001-06-05,128.8,103.0,112.0,47.85,326
2001-06-06,127.7,102.4,111.1,47.48,327
2001-06-07,128.2,102.8,110.9,48.7,328
2001-06-08,127.0,101.9,109.8,47.35,329
2001-06-11,126.1,100.6,109.4,46.05,330
2001-06-12,125.9,100.8,109.5,45.8,331
2001-06-13,124.8,100.7,108.8,44.55,332
2001-06-14,122.0,98.15,106.6,42.25,333
2001-06-15,121.9,98.75,106.7,42.6,334
2001-06-18,121.3,98.0,107.0,42.03,335
2001-06-19,121.8,97.7,106.2,41.82,336
2001-06-20,122.4,98.85,106.7,42.77,337
2001-06-21,123.8,98.99,107.1,43.35,338
2001-06-22,122.9,97.2,106.2,43.25,339
2001-06-25,121.7,96.52,105.1,43.36,340
2001-06-26,121.6,98.0,104.6,43.51,341
2001-06-27,121.5,98.95,104.5,43.79,342
2001-06-28,122.2,100.2,105.7,44.35,343
2001-06-29,122.6,101.9,105.2,45.7,344
2001-07-02,124.1,99.6,106.2,45.45,345
2001-07-03,124.1,99.0,106.1,45.64,346
2001-07-05,121.7,97.7,104.7,43.45,347
2001-07-06,119.1,95.9,102.6,41.65,348
2001-07-09,119.7,96.8,102.9,42.01,349
2001-07-10,118.3,95.0,101.8,40.5,350
2001-07-11,118.4,95.0,102.6,41.0,351
2001-07-12,121.2,97.33,105.2,43.6,352
2001-07-13,122.2,97.8,105.7,43.15,353
2001-07-16,120.7,96.15,105.1,42.35,354
2001-07-17,121.8,98.05,106.2,43.3,355
2001-07-18,121.0,96.2,105.6,41.65,356
2001-07-19,122.1,97.0,106.4,42.64,357
2001-07-20,121.3,97.0,105.8,41.65,358
2001-07-23,119.0,96.3,103.9,40.61,359
2001-07-24,117.8,94.7,102.7,40.15,360
2001-07-25,119.1,95.25,104.0,40.5,361
2001-07-26,120.4,96.65,104.6,41.1,362
2001-07-27,120.8,96.5,104.4,41.95,363
2001-07-30,120.9,96.35,104.1,41.7,364
2001-07-31,121.4,96.23,105.0,41.76,365
2001-08-01,122.1,97.7,105.3,43.1,366
2001-08-02,122.6,97.4,105.6,43.91,367
2001-08-03,121.9,97.15,105.4,43.18,368
2001-08-06,120.3,95.8,103.9,43.18,369
2001-08-07,120.8,95.9,104.6,42.28,370
2001-08-08,118.5,93.75,103.0,40.5,371
2001-08-09,118.9,94.7,103.2,40.67,372
2001-08-10,119.3,94.6,104.2,40.28,373
2001-08-13,119.3,95.4,104.2,41.1,374
2001-08-14,119.3,95.7,104.3,40.6,375
2001-08-15,118.2,95.58,103.6,39.1,376
2001-08-16,118.7,96.2,104.3,39.56,377
2001-08-17,116.8,94.7,102.5,37.76,378
2001-08-20,117.83,94.7,102.5,38.28,379
2001-08-21,115.8,94.1,101.5,36.69,380
2001-08-22,117.0,95.35,102.9,37.69,381
2001-08-23,116.6,94.1,102.5,37.32,382
2001-08-24,119.0,96.1,104.6,39.3,383
2001-08-27,118.3,95.75,103.9,39.35,384
2001-08-28,116.6,94.7,102.3,38.12,385
2001-08-29,115.5,94.3,101.2,37.56,386
2001-08-30,113.3,93.11,99.26,36.17,387
2001-08-31,114.2,93.89,99.88,36.17,388
2001-09-04,113.4,93.0,99.97,35.47,389
2001-09-05,113.7,92.35,100.6,35.33,390
2001-09-06,110.8,90.2,98.35,33.9,391
2001-09-07,108.7,88.53,95.85,33.7,392
2001-09-10,110.1,87.85,96.45,34.1,393
2001-09-17,104.3,83.5,89.1,31.2,394
2001-09-18,104.1,82.15,89.4,30.5,395
2001-09-19,102.0,80.16,87.47,29.97,396
2001-09-20,98.71,77.11,83.65,28.97,397
2001-09-21,97.28,75.66,82.8,28.19,398
2001-09-24,100.7,78.0,86.2,29.61,399
2001-09-25,101.75,78.0,86.2,29.7,400
2001-09-26,101.4,77.78,86.05,28.67,401
2001-09-27,102.3,79.03,86.75,28.48,402
2001-09-28,104.4,80.2,88.35,28.98,403
2001-10-01,104.3,79.5,88.68,28.73,404
2001-10-02,105.6,80.37,89.7,28.82,405
2001-10-03,107.4,82.2,91.2,31.0,406
2001-10-04,107.4,83.02,90.9,31.3,407
2001-10-05,107.2,82.6,91.12,31.76,408
2001-10-08,106.5,81.85,90.7,31.86,409
2001-10-09,106.0,81.17,90.63,31.09,410
2001-10-10,108.3,84.0,92.55,32.5,411
2001-10-11,110.0,85.35,94.2,34.7,412
2001-10-12,109.5,85.08,93.59,34.55,413
2001-10-15,109.3,85.4,93.57,34.4,414
2001-10-16,110.0,86.55,93.95,34.96,415
2001-10-17,107.7,84.1,92.01,32.45,416
2001-10-18,107.4,83.56,91.99,33.33,417
2001-10-19,107.4,84.6,91.9,33.55,418
2001-10-22,109.5,85.36,94.05,34.45,419
2001-10-23,108.9,84.8,93.6,34.63,420
2001-10-24,108.6,85.35,93.45,35.38,421
2001-10-25,110.6,87.25,93.45,36.8,422
2001-10-26,110.3,87.25,95.24,36.01,423
2001-10-29,107.5,85.5,93.06,34.04,424
2001-10-30,106.2,83.7,91.15,33.38,425
2001-10-31,105.8,85.1,90.68,33.9,426
2001-11-01,108.5,86.6,92.5,35.34,427
2001-11-02,109.3,86.0,93.41,35.6,428
2001-11-05,110.7,87.25,94.5,36.76,429
2001-11-06,112.4,88.5,96.15,38.19,430
2001-11-07,112.3,87.9,95.75,38.14,431
2001-11-08,112.6,87.7,96.23,37.75,432
2001-11-09,112.7,87.4,96.31,37.73,433
2001-11-12,112.0,87.75,95.53,38.0,434
2001-11-13,114.6,89.35,97.8,39.36,435
2001-11-14,114.7,90.24,98.55,39.64,436
2001-11-15,114.9,89.9,99.14,39.48,437
2001-11-16,114.4,89.99,98.87,39.37,438
2001-11-19,115.8,91.0,100.1,40.49,439
2001-11-20,114.8,90.48,99.13,38.62,440
2001-11-21,114.0,90.17,98.4,38.64,441
2001-11-23,115.7,91.48,99.9,39.28,442
2001-11-26,115.9,91.95,99.8,40.25,443
2001-11-27,115.4,91.65,98.92,40.2,444
2001-11-28,113.3,90.05,97.3,38.75,445
2001-11-29,114.9,92.7,98.8,39.95,446
2001-11-30,114.1,91.6,98.59,39.65,447
2001-12-03,113.4,91.0,97.8,38.97,448
2001-12-04,115.3,93.1,99.45,40.83,449
2001-12-05,117.4,95.15,101.2,42.85,450
2001-12-06,117.3,96.5,101.3,42.91,451
2001-12-07,116.6,95.77,100.9,41.73,452
2001-12-10,114.4,94.11,99.4,41.0,453
2001-12-11,114.2,94.65,99.05,41.23,454
2001-12-12,114.3,94.8,99.23,41.56,455
2001-12-13,112.1,93.11,97.6,41.56,456
2001-12-14,113.1,93.9,98.6,40.11,457
2001-12-17,114.3,95.7,99.3,40.8,458
2001-12-18,115.0,96.55,100.4,41.26,459
2001-12-19,115.8,95.8,101.2,40.51,460
2001-12-20,114.7,94.3,100.2,38.79,461
2001-12-21,115.0,96.2,100.5,39.48,462
2001-12-24,114.7,96.65,100.5,39.32,463
2001-12-26,115.4,97.5,101.1,39.69,464
2001-12-27,116.1,97.9,101.5,40.01,465
2001-12-28,116.0,98.0,101.2,40.33,466
2001-12-31,114.3,96.35,99.8,38.91,467
2002-01-02,115.5,96.8,100.9,40.11,468
2002-01-03,116.8,98.59,102.0,40.11,469
2002-01-04,117.6,99.45,102.8,41.67,470
2002-01-07,116.8,97.85,102.1,41.21,471
2002-01-08,116.5,99.0,101.7,41.21,472
2002-01-09,115.6,98.0,100.9,41.11,473
2002-01-10,116.1,98.6,100.9,41.38,474
2002-01-11,114.9,97.4,100.1,40.85,475
2002-01-14,114.2,95.95,99.15,39.96,476
2002-01-15,115.2,96.6,99.5,40.34,477
2002-01-16,112.8,94.64,97.14,38.78,478
2002-01-17,113.7,95.1,98.23,39.65,479
2002-01-18,113.15,93.9,97.9,38.59,480
2002-01-22,112.4,93.3,97.28,37.4,481
2002-01-23,113.2,94.6,97.4,38.43,482
2002-01-24,113.6,95.35,98.08,38.94,483
2002-01-25,113.6,95.28,98.48,38.83,484
2002-01-28,113.9,95.9,98.88,39.05,485
2002-01-29,110.3,94.21,96.19,37.98,486
2002-01-30,111.9,95.39,97.84,38.27,487
2002-01-31,113.2,96.2,99.24,38.51,488
2002-02-01,112.7,95.65,99.28,38.14,489
2002-02-04,109.9,93.4,97.0,36.92,490
2002-02-05,109.2,93.04,96.8,36.31,491
2002-02-06,108.7,92.0,96.63,36.06,492
2002-02-07,108.0,90.8,96.17,35.19,493
2002-02-08,110.1,93.2,97.62,36.17,494
2002-02-11,111.4,93.61,98.85,36.63,495
2002-02-12,111.1,93.81,98.79,36.33,496
2002-02-13,112.3,94.7,100.1,36.95,497
2002-02-14,112.1,93.5,100.3,36.88,498
2002-02-15,110.9,93.36,99.15,35.78,499
2002-02-19,108.76,91.55,97.52,34.68,500
2002-02-20,110.6,93.1,99.82,35.15,501
2002-02-21,108.3,91.11,98.38,33.48,502
2002-02-22,109.6,92.75,99.98,33.65,503
2002-02-25,111.5,93.33,101.6,35.01,504
2002-02-26,111.2,93.77,101.1,34.88,505
2002-02-27,111.7,94.2,101.7,34.4,506
2002-02-28,111.2,93.2,101.1,33.78,507
2002-03-01,113.7,95.5,103.8,35.74,508
2002-03-04,115.8,97.0,105.9,37.15,509
2002-03-05,115.4,97.22,104.8,37.42,510
2002-03-06,116.8,98.4,104.8,37.6,511
2002-03-07,116.5,98.5,105.6,37.68,512
2002-03-08,117.0,99.38,106.0,38.67,513
2002-03-11,117.2,99.4,106.1,38.53,514
2002-03-12,117.2,99.24,106.6,38.0,515
2002-03-13,116.0,98.4,105.3,37.08,516
2002-03-14,115.9,98.85,105.4,36.86,517
2002-03-15,116.7,99.25,106.2,37.23,518
2002-03-18,116.7,99.81,105.7,37.44,519
2002-03-19,117.5,100.5,106.7,37.38,520
2002-03-20,115.2,98.87,104.9,36.06,521
2002-03-21,115.3,100.5,104.6,37.02,522
2002-03-22,115.0,99.8,104.2,36.68,523
2002-03-25,113.6,98.59,103.0,35.56,524
2002-03-26,114.3,99.7,103.8,35.89,525
2002-03-27,114.6,100.6,104.3,35.61,526
2002-03-28,114.5,100.1,103.7,36.06,527
2002-04-01,114.6,100.2,103.4,36.75,528
2002-04-02,113.9,99.56,103.2,35.09,529
2002-04-03,113.1,98.85,102.3,35.03,530
2002-04-04,112.7,99.24,102.2,34.76,531
2002-04-05,112.7,99.1,102.9,34.37,532
2002-04-08,112.9,100.3,102.7,34.8,533
2002-04-09,112.1,99.97,102.3,33.59,534
2002-04-10,113.4,101.9,103.9,33.84,535
2002-04-11,110.6,100.3,101.8,33.0,536
2002-04-12,111.4,102.5,102.0,33.52,537
2002-04-15,110.6,101.8,101.0,33.79,538
2002-04-16,113.2,104.3,103.1,35.2,539
2002-04-17,113.0,103.4,102.4,35.02,540
2002-04-18,112.5,103.0,102.0,34.35,541
2002-04-19,112.9,102.9,102.6,34.46,542
2002-04-22,111.0,101.5,101.4,33.59,543
2002-04-23,110.5,101.9,101.1,33.01,544
2002-04-24,109.4,101.0,100.3,32.5,545
2002-04-25,109.5,101.3,100.5,32.42,546
2002-04-26,107.4,99.37,98.84,31.04,547
2002-04-29,106.9,99.67,98.2,31.12,548
2002-04-30,107.9,101.3,99.49,31.73,549
2002-05-01,109.2,102.0,100.9,31.56,550
2002-05-02,108.8,102.4,101.1,30.51,551
2002-05-03,107.6,101.9,99.96,29.74,552
2002-05-06,105.5,99.95,98.1,28.97,553
2002-05-07,105.1,99.23,98.2,28.7,554
2002-05-08,109.0,101.6,101.3,31.77,555
2002-05-09,107.8,99.75,100.5,30.95,556
2002-05-10,105.72,98.13,99.49,29.56,557
2002-05-13,107.9,99.4,101.2,30.76,558
2002-05-14,110.2,102.4,103.1,32.57,559
2002-05-15,109.8,102.3,102.9,32.81,560
2002-05-16,110.4,101.1,103.2,32.86,561
2002-05-17,110.9,101.4,103.4,32.93,562
2002-05-20,109.7,100.1,102.5,32.21,563
2002-05-21,108.7,98.6,101.4,31.33,564
2002-05-22,108.9,98.0,101.6,31.4,565
2002-05-23,110.1,99.95,102.3,32.03,566
2002-05-24,108.7,98.37,101.0,31.24,567
2002-05-28,108.1,98.12,100.1,31.1,568
2002-05-29,107.3,96.87,99.35,30.28,569
2002-05-30,107.0,97.22,99.34,30.54,570
2002-05-31,107.2,96.5,99.25,30.04,571
2002-06-03,104.4,94.25,96.95,28.98,572
2002-06-04,104.6,94.27,97.11,29.36,573
2002-06-05,105.6,94.6,98.23,29.66,574
2002-06-06,103.5,92.76,96.53,28.88,575
2002-06-07,103.3,93.6,96.22,28.3,576
2002-06-10,103.7,93.5,96.69,28.25,577
2002-06-11,102.0,92.0,95.37,27.46,578
2002-06-12,102.6,92.3,96.49,27.86,579
2002-06-13,101.6,91.0,95.38,27.68,580
2002-06-14,101.4,91.5,95.0,27.62,581
2002-06-17,104.1,93.63,97.07,28.56,582
2002-06-18,105.0,93.89,97.9,29.02,583
2002-06-19,102.5,92.0,95.81,27.34,584
2002-06-20,101.2,91.8,94.47,26.46,585
2002-06-21,99.28,91.6,92.82,25.82,586
2002-06-24,99.8,91.31,93.15,26.33,587
2002-06-25,97.56,90.02,91.17,25.46,588
2002-06-26,97.72,89.97,91.23,25.65,589
2002-06-27,99.43,91.7,92.86,26.21,590
2002-06-28,98.96,90.65,92.53,26.1,591
2002-07-01,97.03,88.8,91.06,24.85,592
2002-07-02,94.97,86.13,90.25,23.95,593
2002-07-03,95.51,85.1,90.63,24.75,594
2002-07-05,99.31,87.92,94.17,26.34,595
2002-07-08,98.07,86.1,92.96,25.38,596
2002-07-09,95.6,85.77,91.19,24.66,597
2002-07-10,92.12,83.41,88.3,23.9,598
2002-07-11,92.87,82.76,88.14,24.8,599
2002-07-12,91.85,82.05,86.65,24.8,600
2002-07-15,92.34,81.54,86.79,25.57,601
2002-07-16,90.56,81.0,85.05,25.19,602
2002-07-17,90.74,81.75,85.46,25.65,603
2002-07-18,87.8,78.9,83.85,24.73,604
2002-07-19,84.71,77.25,80.0,23.99,605
2002-07-22,82.2,75.71,78.06,23.4,606
2002-07-23,79.95,71.75,77.17,22.4,607
2002-07-24,84.72,76.0,82.1,23.62,608
2002-07-25,84.0,75.4,81.78,22.25,609
2002-07-26,85.6,76.6,82.85,22.67,610
2002-07-29,89.77,79.55,86.72,23.83,611
2002-07-30,90.94,79.79,87.05,24.31,612
2002-07-31,91.16,78.55,87.15,23.85,613
2002-08-01,88.78,77.4,84.87,22.73,614
2002-08-02,86.79,74.97,83.2,22.25,615
2002-08-05,83.77,72.97,80.47,21.44,616
2002-08-06,86.59,76.15,83.0,22.5,617
2002-08-07,88.1,76.44,84.65,22.8,618
2002-08-08,90.95,77.67,87.25,23.57,619
2002-08-09,91.29,77.01,87.6,23.33,620
2002-08-12,90.62,77.2,86.99,23.4,621
2002-08-13,88.97,75.0,84.95,22.6,622
